experiment,scenario,family,algorithm,parameter_name,parameter_value,seed,horizon,final_regret,final_reward,final_optimal_arm_rate
environment_sweep,multi_breakpoint,SW-TS,SW-TS W=2000,window,2000,53030,10000,275.72999999999996,1281.0,0.4784
environment_sweep,multi_breakpoint,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,53030,10000,304.98,1247.0,0.4348
environment_sweep,multi_breakpoint,Baseline,Thompson Sampling,none,none,53031,10000,480.58,1078.0,0.3185
environment_sweep,multi_breakpoint,D-UCB,D-UCB gamma=0.99,gamma,0.99,53031,10000,480.28,1075.0,0.2309
environment_sweep,multi_breakpoint,SW-UCB,SW-UCB W=500,window,500,53031,10000,445.2,1138.0,0.2604
environment_sweep,multi_breakpoint,DS-TS,DS-TS gamma=0.99,gamma,0.99,53031,10000,415.09000000000003,1147.0,0.2952
environment_sweep,multi_breakpoint,SW-TS,SW-TS W=2000,window,2000,53031,10000,218.88,1330.0,0.6324
environment_sweep,multi_breakpoint,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,53031,10000,303.01,1264.0,0.4472
environment_sweep,multi_breakpoint,Baseline,Thompson Sampling,none,none,53032,10000,468.54999999999995,1123.0,0.2172
environment_sweep,multi_breakpoint,D-UCB,D-UCB gamma=0.99,gamma,0.99,53032,10000,478.52,1101.0,0.2332
environment_sweep,multi_breakpoint,SW-UCB,SW-UCB W=500,window,500,53032,10000,451.90000000000003,1115.0,0.2429
environment_sweep,multi_breakpoint,DS-TS,DS-TS gamma=0.99,gamma,0.99,53032,10000,416.82000000000005,1166.0,0.2865
environment_sweep,multi_breakpoint,SW-TS,SW-TS W=2000,window,2000,53032,10000,215.47,1353.0,0.613
environment_sweep,multi_breakpoint,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,53032,10000,291.13,1286.0,0.4342
